timestamp,dsapi-thick-gusty-rest-Newcastle.NewcastleEnergyCentreB001.E1_01_MS1.VoltageCN
2022-02-28T08:03:36.223Z,238
2022-02-28T08:08:36.205Z,238
2022-02-28T08:13:36.457Z,237
2022-02-28T08:18:36.202Z,237
2022-02-28T08:23:36.217Z,237
2022-02-28T08:28:36.835Z,236
2022-02-28T08:33:36.191Z,236
2022-02-28T08:38:36.339Z,236
2022-02-28T08:43:36.921Z,238
2022-02-28T08:48:36.272Z,238
2022-02-28T08:53:36.594Z,238
2022-02-28T08:58:37.078Z,238
2022-02-28T09:03:36.697Z,238
2022-02-28T09:08:36.655Z,237
2022-02-28T09:13:36.875Z,237
2022-02-28T09:18:36.701Z,236
2022-02-28T09:23:36.682Z,238
2022-02-28T09:28:36.955Z,238
2022-02-28T09:33:36.756Z,238
2022-02-28T09:38:36.815Z,238
2022-02-28T09:43:36.875Z,236
2022-02-28T09:48:36.883Z,236
2022-02-28T09:53:36.961Z,237
2022-02-28T09:58:36.899Z,237
2022-02-28T10:03:36.210Z,237
2022-02-28T10:08:36.185Z,237
2022-02-28T10:13:37.042Z,237
2022-02-28T10:18:36.454Z,235
2022-02-28T10:23:36.442Z,235
2022-02-28T10:28:37.014Z,235
2022-02-28T10:33:36.199Z,235
2022-02-28T10:38:36.232Z,235
2022-02-28T10:43:36.883Z,235
2022-02-28T10:48:36.239Z,235
2022-02-28T10:53:36.247Z,235
2022-02-28T10:58:36.925Z,235
2022-02-28T11:03:36.248Z,235
2022-02-28T11:08:36.217Z,235
2022-02-28T11:13:36.802Z,235
2022-02-28T11:18:36.368Z,235
2022-02-28T11:23:36.397Z,235
2022-02-28T11:28:36.874Z,235
2022-02-28T11:33:36.292Z,235
2022-02-28T11:38:36.251Z,235
2022-02-28T11:43:36.881Z,235
2022-02-28T11:48:36.211Z,235
2022-02-28T11:53:36.211Z,236
2022-02-28T11:58:36.856Z,235
2022-02-28T12:03:36.236Z,236
2022-02-28T12:08:36.286Z,237
2022-02-28T12:13:36.981Z,237
2022-02-28T12:18:36.239Z,237
2022-02-28T12:23:36.280Z,235
2022-02-28T12:28:36.868Z,237
2022-02-28T12:33:36.212Z,236
2022-02-28T12:38:36.250Z,236
2022-02-28T12:43:36.898Z,236
2022-02-28T12:48:36.180Z,236
2022-02-28T12:53:36.297Z,236
2022-02-28T12:58:36.863Z,238
2022-02-28T13:03:36.209Z,237
2022-02-28T13:08:36.237Z,236
2022-02-28T13:13:37.042Z,236
2022-02-28T13:18:36.205Z,236
2022-02-28T13:23:36.240Z,236
2022-02-28T13:28:36.981Z,237
2022-02-28T13:33:36.315Z,237
2022-02-28T13:38:37.115Z,237
2022-02-28T13:43:36.909Z,236
2022-02-28T13:48:36.179Z,237
2022-02-28T13:53:36.141Z,236
2022-02-28T13:58:36.623Z,236
2022-02-28T14:03:36.232Z,236
2022-02-28T14:08:36.200Z,236
2022-02-28T14:13:36.883Z,235
2022-02-28T14:18:36.180Z,235
2022-02-28T14:23:36.203Z,235
2022-02-28T14:28:36.833Z,235
2022-02-28T14:33:36.186Z,236
2022-02-28T14:38:36.193Z,235
2022-02-28T14:43:36.816Z,235
2022-02-28T14:48:36.206Z,237
2022-02-28T14:53:36.219Z,236
2022-02-28T14:58:36.801Z,235
2022-02-28T15:03:36.242Z,235
2022-02-28T15:08:36.139Z,235
2022-02-28T15:13:36.904Z,237
2022-02-28T15:18:36.211Z,237
2022-02-28T15:23:36.169Z,235
2022-02-28T15:28:36.784Z,237
2022-02-28T15:33:36.277Z,237
2022-02-28T15:38:36.230Z,237
2022-02-28T15:43:36.868Z,237
2022-02-28T15:48:36.209Z,236
2022-02-28T15:53:36.163Z,234
2022-02-28T15:58:36.902Z,236
2022-02-28T16:03:36.293Z,234
2022-02-28T16:08:36.186Z,237
2022-02-28T16:13:36.886Z,238
2022-02-28T16:18:36.244Z,236
2022-02-28T16:23:36.159Z,235
2022-02-28T16:28:36.921Z,235
2022-02-28T16:33:36.221Z,237
2022-02-28T16:38:36.211Z,235
2022-02-28T16:43:36.852Z,235
2022-02-28T16:48:36.177Z,236
2022-02-28T16:53:36.257Z,236
2022-02-28T16:58:36.827Z,235
2022-02-28T17:03:36.241Z,235
2022-02-28T17:08:36.137Z,235
2022-02-28T17:13:36.976Z,236
2022-02-28T17:18:36.282Z,235
2022-02-28T17:23:36.255Z,234
2022-02-28T17:28:36.858Z,234
2022-02-28T17:33:36.195Z,234
2022-02-28T17:38:36.207Z,235
2022-02-28T17:43:36.868Z,235
2022-02-28T17:48:36.212Z,235
2022-02-28T17:53:36.194Z,235
2022-02-28T17:58:36.883Z,236
2022-02-28T18:03:36.218Z,237
2022-02-28T18:08:36.339Z,236
2022-02-28T18:13:36.885Z,236
2022-02-28T18:19:03.303Z,234
2022-02-28T18:23:36.183Z,235
2022-02-28T18:28:36.864Z,235
2022-02-28T18:33:36.193Z,234
2022-02-28T18:38:36.192Z,235
2022-02-28T18:43:36.931Z,234
2022-02-28T18:48:36.225Z,236
2022-02-28T18:53:36.206Z,235
2022-02-28T18:58:36.872Z,236
2022-02-28T19:03:36.216Z,236
2022-02-28T19:08:36.241Z,235
2022-02-28T19:13:36.905Z,238
2022-02-28T19:18:36.264Z,238
2022-02-28T19:23:36.212Z,237
2022-02-28T19:28:36.830Z,236
2022-02-28T19:33:36.168Z,236
2022-02-28T19:38:36.180Z,236
2022-02-28T19:43:36.927Z,235
2022-02-28T19:48:36.220Z,236
2022-02-28T19:53:36.222Z,236
2022-02-28T19:58:36.146Z,236
2022-02-28T20:03:36.212Z,236
2022-02-28T20:08:36.266Z,235
2022-02-28T20:13:36.866Z,235
2022-02-28T20:18:36.243Z,237
2022-02-28T20:23:36.333Z,236
2022-02-28T20:28:36.892Z,236
2022-02-28T20:33:36.259Z,236
2022-02-28T20:38:36.193Z,234
2022-02-28T20:43:37.111Z,234
2022-02-28T20:48:36.208Z,234
2022-02-28T20:54:06.205Z,234
2022-02-28T20:58:36.752Z,235
2022-02-28T21:03:36.459Z,235
2022-02-28T21:08:36.834Z,235
2022-02-28T21:13:36.271Z,235
2022-02-28T21:18:36.173Z,237
2022-02-28T21:23:36.234Z,235
2022-02-28T21:28:36.163Z,236
2022-02-28T21:33:36.195Z,236
2022-02-28T21:38:36.178Z,236
2022-02-28T21:43:36.284Z,231
2022-02-28T21:48:36.249Z,231
2022-02-28T21:53:36.207Z,231
2022-02-28T21:58:36.203Z,233
2022-02-28T22:03:36.263Z,233
2022-02-28T22:08:36.212Z,233
2022-02-28T22:13:36.167Z,235
2022-02-28T22:18:36.206Z,235
2022-02-28T22:23:36.308Z,235
2022-02-28T22:28:36.221Z,235
2022-02-28T22:33:36.207Z,235
2022-02-28T22:38:36.241Z,235
2022-02-28T22:43:36.237Z,234
2022-02-28T22:48:36.248Z,236
2022-02-28T22:53:36.226Z,236
2022-02-28T22:58:36.470Z,236
2022-02-28T23:03:36.198Z,237
2022-02-28T23:08:36.216Z,237
2022-02-28T23:13:36.203Z,238
2022-02-28T23:18:36.321Z,238
2022-02-28T23:23:36.243Z,238
2022-02-28T23:29:06.429Z,238
2022-02-28T23:33:36.295Z,237
2022-02-28T23:39:06.244Z,238
2022-02-28T23:43:36.382Z,238
2022-02-28T23:48:36.271Z,233
2022-02-28T23:53:36.320Z,232
2022-02-28T23:58:36.262Z,233
2022-03-01T00:03:36.177Z,233
2022-03-01T00:08:36.212Z,233
2022-03-01T00:13:36.219Z,234
2022-03-01T00:18:36.143Z,233
2022-03-01T00:23:36.179Z,233
2022-03-01T00:28:36.204Z,234
2022-03-01T00:33:36.207Z,234
2022-03-01T00:38:36.215Z,234
2022-03-01T00:43:36.228Z,233
2022-03-01T00:48:36.259Z,233
2022-03-01T00:53:36.234Z,233
2022-03-01T00:58:36.213Z,232
2022-03-01T01:03:36.294Z,235
2022-03-01T01:08:36.171Z,235
2022-03-01T01:13:36.492Z,235
2022-03-01T01:18:36.320Z,235
2022-03-01T01:23:36.255Z,235
2022-03-01T01:28:36.231Z,233
2022-03-01T01:33:36.457Z,234
2022-03-01T01:38:36.340Z,234
2022-03-01T01:43:36.229Z,234
2022-03-01T01:48:36.223Z,233
2022-03-01T01:53:36.238Z,234
2022-03-01T01:57:41.739Z,233
2022-03-01T01:58:36.694Z,234
2022-03-01T02:03:36.138Z,234
2022-03-01T02:08:36.224Z,236
2022-03-01T02:13:36.157Z,233
2022-03-01T02:18:36.228Z,234
2022-03-01T02:23:36.192Z,233
2022-03-01T02:28:36.270Z,234
2022-03-01T02:33:36.276Z,232
2022-03-01T02:38:36.251Z,232
2022-03-01T02:43:36.166Z,231
2022-03-01T02:48:36.224Z,233
2022-03-01T02:53:36.297Z,233
2022-03-01T02:58:36.265Z,233
2022-03-01T03:03:36.203Z,233
2022-03-01T03:08:36.216Z,233
2022-03-01T03:13:36.329Z,234
2022-03-01T03:24:06.203Z,233
2022-03-01T03:28:36.229Z,232
2022-03-01T03:33:36.374Z,235
2022-03-01T03:39:06.478Z,235
2022-03-01T03:43:36.219Z,235
2022-03-01T03:48:36.241Z,234
2022-03-01T03:53:36.367Z,234
2022-03-01T03:58:36.223Z,235
2022-03-01T04:03:36.360Z,235
2022-03-01T04:08:36.269Z,233
2022-03-01T04:13:36.198Z,236
2022-03-01T04:18:36.243Z,235
2022-03-01T04:23:36.192Z,234
2022-03-01T04:28:36.240Z,235
2022-03-01T04:33:36.266Z,236
2022-03-01T04:38:36.280Z,237
2022-03-01T04:43:36.259Z,237
2022-03-01T04:48:36.239Z,237
2022-03-01T04:54:06.209Z,235
2022-03-01T04:58:36.226Z,235
2022-03-01T05:03:36.190Z,235
2022-03-01T05:08:36.204Z,236
2022-03-01T05:13:36.255Z,235
2022-03-01T05:18:36.248Z,235
2022-03-01T05:23:36.200Z,236
2022-03-01T05:28:36.242Z,236
2022-03-01T05:33:36.183Z,236
2022-03-01T05:38:36.200Z,237
2022-03-01T05:43:36.183Z,238
2022-03-01T05:48:36.191Z,238
2022-03-01T05:53:36.220Z,237
2022-03-01T05:58:36.141Z,238
2022-03-01T06:03:36.215Z,238
2022-03-01T06:08:36.183Z,238
2022-03-01T06:13:36.254Z,238
2022-03-01T06:18:36.199Z,237
2022-03-01T06:23:36.160Z,237
2022-03-01T06:28:36.245Z,238
2022-03-01T06:33:36.207Z,238
2022-03-01T06:38:36.280Z,238
2022-03-01T06:43:36.237Z,238
2022-03-01T06:48:36.206Z,238
2022-03-01T06:53:36.249Z,238
2022-03-01T06:58:36.329Z,236
