timestamp,dsapi-thick-gusty-rest-Newcastle.NewcastleEnergyCentreB001.E1_01_MS1.VoltageAN
2022-02-27T06:13:36.753Z,236
2022-02-27T06:18:35.984Z,236
2022-02-27T06:23:35.931Z,235
2022-02-27T06:28:36.638Z,234
2022-02-27T06:33:35.981Z,235
2022-02-27T06:38:36.023Z,236
2022-02-27T06:43:36.627Z,235
2022-02-27T06:48:35.925Z,236
2022-02-27T06:53:35.994Z,236
2022-02-27T06:58:36.614Z,236
2022-02-27T07:03:35.959Z,236
2022-02-27T07:08:35.934Z,236
2022-02-27T07:13:36.624Z,236
2022-02-27T07:18:35.961Z,236
2022-02-27T07:24:05.989Z,236
2022-02-27T07:28:36.711Z,235
2022-02-27T07:33:36.012Z,235
2022-02-27T07:38:36.032Z,236
2022-02-27T07:43:36.728Z,236
2022-02-27T07:48:35.979Z,236
2022-02-27T07:53:35.990Z,237
2022-02-27T07:58:36.029Z,237
2022-02-27T08:03:35.980Z,237
2022-02-27T08:08:35.952Z,236
2022-02-27T08:13:36.573Z,237
2022-02-27T08:18:35.954Z,237
2022-02-27T08:23:35.982Z,237
2022-02-27T08:28:36.606Z,237
2022-02-27T08:33:35.964Z,237
2022-02-27T08:38:35.985Z,237
2022-02-27T08:43:36.627Z,236
2022-02-27T08:48:35.996Z,236
2022-02-27T08:53:36.066Z,237
2022-02-27T08:58:36.815Z,236
2022-02-27T09:03:36.004Z,237
2022-02-27T09:08:35.978Z,237
2022-02-27T09:13:36.578Z,236
2022-02-27T09:18:35.981Z,237
2022-02-27T09:23:35.948Z,237
2022-02-27T09:28:36.625Z,237
2022-02-27T09:33:36.140Z,237
2022-02-27T09:38:35.987Z,237
2022-02-27T09:43:36.654Z,237
2022-02-27T09:48:35.988Z,236
2022-02-27T09:53:35.942Z,237
2022-02-27T09:58:36.578Z,237
2022-02-27T10:03:36.014Z,237
2022-02-27T10:08:35.905Z,237
2022-02-27T10:13:36.622Z,236
2022-02-27T10:18:35.991Z,237
2022-02-27T10:23:36.121Z,237
2022-02-27T10:28:36.616Z,235
2022-02-27T10:33:36.008Z,235
2022-02-27T10:38:35.948Z,236
2022-02-27T10:43:36.737Z,237
2022-02-27T10:48:35.985Z,236
2022-02-27T10:53:35.966Z,236
2022-02-27T10:58:36.611Z,236
2022-02-27T11:03:35.968Z,237
2022-02-27T11:08:35.927Z,237
2022-02-27T11:13:36.579Z,237
2022-02-27T11:18:35.988Z,237
2022-02-27T11:23:36.041Z,236
2022-02-27T11:28:36.618Z,236
2022-02-27T11:33:36.014Z,237
2022-02-27T11:38:35.940Z,235
2022-02-27T11:43:36.621Z,236
2022-02-27T11:48:35.981Z,235
2022-02-27T11:53:35.932Z,236
2022-02-27T11:58:36.624Z,236
2022-02-27T12:04:02.773Z,236
2022-02-27T12:08:35.932Z,236
2022-02-27T12:13:36.621Z,235
2022-02-27T12:18:35.942Z,235
2022-02-27T12:23:36.022Z,235
2022-02-27T12:28:36.621Z,234
2022-02-27T12:33:36.009Z,234
2022-02-27T12:38:35.997Z,234
2022-02-27T12:43:36.725Z,234
2022-02-27T12:49:02.749Z,233
2022-02-27T12:53:35.985Z,235
2022-02-27T12:58:36.596Z,235
2022-02-27T13:03:35.983Z,236
2022-02-27T13:09:05.996Z,235
2022-02-27T13:13:36.688Z,235
2022-02-27T13:18:35.906Z,237
2022-02-27T13:23:36.053Z,237
2022-02-27T13:28:36.609Z,237
2022-02-27T13:33:35.988Z,237
2022-02-27T13:38:35.918Z,236
2022-02-27T13:43:36.610Z,236
2022-02-27T13:48:35.959Z,236
2022-02-27T13:53:35.998Z,236
2022-02-27T13:58:36.415Z,236
